x,y,z,label
0.004427733241748888,0.7198196063205908,0.2369466757360844,1
1.358766837937745,0.7920058734860107,0.3658231454061304,1
-0.11521883291142626,-0.5350586672688055,0.07530087297479118,0
-0.3780738466805447,0.10121429234155062,-0.1877908828496214,0
-0.8877823427805366,0.2892567959914342,0.28854173193551247,0
-0.2792835886056373,-0.20941299588137674,0.38979860690512413,0
0.48403191664874573,0.8485765544487679,0.18627042806272404,1
0.4007823163836988,0.6405441793626963,0.17058703153006388,1
0.8566307767486157,1.6999779073341283,0.9053991664065355,1
-0.6289449731097039,-0.66227820787616,-0.41697489203884586,0
0.9998714408774592,1.7840478019172594,0.39241399385620224,1
0.09831987188452018,0.9135333242818731,-0.48882972889749016,0
0.8716726738327147,1.5866933308688442,0.022724610901099396,1
-0.951923352870008,-0.17138780683735616,-0.369409560606496,0
0.6941197948223022,1.3894663499193145,0.26612135462644954,1
-0.24662319859117315,0.35315217916723696,0.2172017244637346,0
-0.07403967510818193,-0.3380005666409568,-0.2270573857010934,0
0.04931830020929817,0.28989185169457976,0.28269835398109294,1
-0.25821290378641915,0.7414536766340954,0.2732559599921911,0
0.941170867869422,0.9069755486058306,0.05107405339591353,1
0.5896142859637196,0.6281023680658926,0.20641280769349823,1
0.574809965349048,0.9360487964989004,0.766404481431574,1
0.2022408164317916,1.3964720477141153,-0.43855896737381705,0
-0.4203457840859286,-0.5154167199384128,0.9423905787988471,0
-0.4025404474514612,-0.21536096984679529,-0.274664269685,0
0.10628500250206052,-0.00522248798216407,0.33278347375055867,1
-0.0720150513690922,-0.3872505788998277,-0.03389218014800383,0
-0.3371535948720744,0.059080976122732234,-0.35015630496269057,0
0.09074321367712473,1.3083132390330223,0.5891198131649676,1
0.039792071372717674,-0.6495907193199892,0.03829116797979266,0
-0.2330699873606989,-0.3103676348356305,0.6443398653926515,0
-0.44229059396843684,0.5944725430054074,0.03471721140673766,0
1.2816910542368098,0.4574516516563284,0.6240987090306831,1
1.4182697986547563,1.7780089174287208,0.8838043632575057,1
0.005045075300176505,1.18287850266784,1.382757772779878,1
0.7553613950487881,1.4410679787625433,-0.04195743439592281,1
-0.5766202700509659,-0.47068293690120433,-0.01739244595963789,0
-0.20933567360221805,-0.11742797273279773,0.12700081992341597,0
0.40848867794122257,1.1364411303541713,0.34012952447491596,1
1.3350146730294385,1.0608021682981295,0.017986611348903114,1
-0.11480867231914649,0.013279546109942404,0.09023156756498979,0
0.8205546715149538,0.6372677642206712,0.7010034505425475,1
0.11192098047633442,1.4170725830885489,0.3718543280660411,1
0.16116218650180025,1.6707851120562434,0.348885887701048,1
0.23798554341756045,0.6973829323738443,0.384448655492953,1
-0.14619259247008803,-0.023156813112691632,-0.29850314875069767,0
0.17295032137566313,0.8872150532346951,0.08454441454496597,1
0.44146209050502927,0.24295879666443143,-0.38923222590904283,0
-0.028798727244830236,1.24849218613385,0.6820824949496043,1
-0.9820057490660195,0.41905147929465625,-1.0756144157064769,0
-0.335276846766959,-0.5838962763617056,0.6534590976992681,0
1.4108888376338549,0.24915267019155396,0.23174898661486448,1
-0.8168339934365033,-0.1372394683534055,0.314455012697695,0
0.6841169495763746,0.7429455969804477,0.669723873365188,1
0.6217054430019784,1.046189835122046,0.6192741955739924,1
0.8095600427034235,1.3192505985492697,-0.19685625581608535,1
0.36621846046618645,1.59635170681759,0.732047607010437,1
0.28394921450066624,1.020093998332524,0.7207782407687464,1
0.03327547181697221,-0.06770041598151282,0.17404985681658616,0
-1.1933168396602598,0.07693999354723992,0.5341192909236198,0
-0.8270019055127242,-0.21054537823868857,0.08388330419018636,0
0.4915002163024435,0.6345034709751118,0.39069165539385853,1
0.17581963588257898,0.010218049378360461,0.01899645615462421,0
0.468217128125043,2.205986701632345,0.7484804641749282,1
0.4128624634681835,1.2370712011575715,0.6059148504405559,1
-0.5219020654514112,-0.6136987805144334,0.8090236734463192,0
0.8092809365596033,1.5828685450046507,0.4059041301272128,1
1.065497170644233,1.3870732985697818,0.9037766706316124,1
