x,y,label
0.8455027912055305,-0.5343095993308429,0
-0.1268232787561801,0.27505801510090766,1
-0.08454787484990348,0.17687911231646677,1
0.37744850644559896,0.9226787568648699,0
0.903438868724656,0.2904088905056578,0
-0.24080928831072929,0.019293081434751294,1
0.013169787792598694,0.3133985332797862,1
-0.22532091819043693,0.022799203436412452,1
0.32453686103407725,0.9367581071939839,0
-0.9714832765946488,-0.24026213193749713,0
0.7380811302148222,-0.4938423728920774,0
0.39952646778836953,0.1629311518994641,1
0.21475755473296748,-0.9831145734016922,0
0.9338074821761143,0.16200646990042802,0
-0.27228733821054163,-0.11973614119752193,1
0.5439351313573794,0.82060287310732,0
-0.15583224924174782,-0.9610340335338953,0
-0.3364293068170742,0.09875714985225582,1
-0.9429293093732504,-0.3765216443545303,0
0.33226844938384587,0.007326608165843604,1
-0.057264418381992435,0.2696298853779361,1
0.8976747782526909,-0.3505439893700576,0
0.9885917475574227,0.05541173557018081,0
0.11329654421026072,0.27583053737658053,1
0.3060798336101758,0.9940998912730319,0
0.8391259257348386,0.41889617310702254,0
0.8778935128061616,0.312023891522757,0
0.2744507482177041,-0.07450188222074164,1
0.08381164003377797,-0.323045407243081,1
0.984812529450066,0.18473232441057233,0
-0.9343727527108994,0.36771793966985944,0
-0.19656549113897778,0.04051774833105125,1
0.2387421347130664,0.17878437864662028,1
0.5159588773827396,0.8519720863972263,0
0.8941946729106074,-0.39412494406558035,0
-0.6455555874281087,-0.740894427640511,0
0.26168225059826944,-0.08690916998156148,1
0.23721128089400473,0.19281402549617638,1
0.056193431489205865,0.24283718076912797,1
-0.2813254724107496,-0.07966091877671261,1
0.07240103560103534,-0.37268355257305935,1
-0.9253018681433852,0.2138039687441126,0
0.9094858248627828,0.4918729700635576,0
0.20236091560289057,0.15226444922107157,1
-0.3550525119901913,0.15955164173101305,1
0.09513923627201991,-0.3584894294698465,1
-0.03632546070444938,1.0767439151990685,0
-0.06852271689022939,0.9783375449597647,0
-0.6027812177294493,-0.8869223293243244,0
0.9474476996410698,0.37948436642582756,0
0.02382731466680138,-0.9854824247818191,0
0.7776984950138577,-0.6735303413793718,0
-0.8478714516671744,-0.50734680699352,0
-0.025805025360724404,0.28038502927206677,1
-0.20863769878569313,0.23208863218037246,1
0.1741317958026578,0.1874865506377078,1
1.031302127047267,-0.082036867263441,0
0.13434710515486317,0.9671507899251665,0
1.0548115596891123,-0.23761534871057394,0
-0.9948015054724527,0.09059860973819267,0
-0.285009907931628,-0.0236558325303185,1
-0.383075699838929,0.13545907422809453,1
0.7857957152875266,0.44805113464085894,0
-0.26696219742939914,0.06037944136726357,1
-0.1721722188456139,-0.9858094125530048,0
0.2935830909088151,-0.04144736551901224,1
-0.9529456844138008,-0.510650851906256,0
-0.2833428491421472,-0.060001509571534516,1
0.7237987347849003,0.7170370297274462,0
0.3158569998946385,0.024879013372207784,1
-0.22642366789242702,-0.3637565962411849,1
-0.23782596095030178,0.21715826400857355,1
0.9262070251041301,0.22886647828895373,0
-0.08602885809493098,-0.31641916890729266,1
0.13793199647980833,-0.28538574535992745,1
0.2783792771551483,0.019895240325579266,1
-0.5308688354504798,-0.8531303191830839,0
-0.8573692219858742,-0.517057773172093,0
-0.22419934552957793,0.13426600524215143,1
0.17166419049808468,0.9024692847402291,0
-0.5041019921740447,-0.8973769013685581,0
0.28346238479925373,-0.012276946838842076,1
0.4717487935041624,0.9066846459299012,0
-0.2623741332178535,-0.20498016539611547,1
0.36452286715901533,0.06621285657774922,1
-0.5366816439667674,0.8363900089789886,0
-0.049807819898358335,-0.20319262230471116,1
0.19329023541239532,0.23036893143551754,1
-0.21123354019068397,-0.2723787563212712,1
-0.07612070281363624,0.9785626168878523,0
-0.97259452358615,0.30822892095076465,0
-0.546285434952248,0.8229360565510434,0
-0.9377889834730271,-0.6197382095992653,0
-0.3408312066421181,0.1064647609210674,1
0.1868820484135425,0.9758440362280569,0
0.737505382377001,-0.7500418031817621,0
0.19008215580154705,0.2680943984153086,1
0.8143421927800552,-0.520813725469228,0
0.08925021617168023,0.26937665781490333,1
0.11081274879738266,-1.0241248501435505,0
0.15442417225535005,-0.03151270076053783,1
0.031003254784526937,-0.3434575035728412,1
0.8918464548911257,0.13314226572004279,0
-0.18850051684172991,-1.042115471887308,0
0.3160092671447598,-0.9763309735688137,0
-0.753358267878423,0.6687980020323858,0
-0.16283852632768758,0.2784933755536622,1
-0.2960863155264795,0.8872449399148646,0
-1.0173147047066435,0.001250526742523756,0
-0.17940270896360244,0.12047130636766012,1
0.19415872417835828,-0.2531350278424028,1
-0.3038372373396827,0.17618813502952743,1
-0.046577673848353665,1.0163703638405042,0
0.3068749420194696,0.22646404482409035,1
0.18990122675841642,0.2652066353975334,1
-0.21981431373691743,0.2239395597116118,1
0.3584216053458499,0.16787914690232397,1
0.2583099151303046,-1.055863045761372,0
-0.4969209278533575,0.8110594449664004,0
-0.11633139955752798,0.31740903917545854,1
-0.8144009256038074,0.5014524125946439,0
-0.270572715408703,-0.1464563013694887,1
0.6942097406331325,0.6989923692465231,0
-0.7482253405330453,-0.6020305966725887,0
0.013838816693995767,-0.2798618699016224,1
0.28968274184031234,0.9439208284527993,0
-0.2695952482541986,-0.031941173775891944,1
-0.3345199391188379,0.11569721671173977,1
0.9329291477128703,-0.4914013215597051,0
-0.28182390891931264,-0.871000230683419,0
-0.27078462195566533,0.037830247027672584,1
-0.9868426239038369,-0.28255895302633655,0
0.7270243102819327,0.4464421050806946,0
-0.47330997501332456,0.8550870204097676,0
0.20058275949036936,0.9622132389539556,0
-0.22948956800968273,0.2132432101530216,1
0.3586818343212072,1.000091840670489,0
0.21094755086996647,0.18783699347568264,1
-0.33554748064511597,0.9201762509669865,0
-0.506804140073049,-0.9244738549633539,0
0.3146145903431402,0.22736757063078034,1
-0.12015886404373953,-0.30204041361854433,1
-0.272589140665072,0.11324991876868976,1
0.806240813929606,0.5022591622616588,0
0.22434092959798038,0.1101031561530254,1
0.3246719090845869,-0.9332498330554916,0
0.3417364015505395,-0.20905015404580968,1
0.9662182287476818,-0.21074295588080758,0
0.9753552673617513,0.2505822135504043,0
0.3755628478769965,-0.08146427511125715,1
-0.14976813306181957,-0.25984841262971253,1
-0.6900034381189282,-0.5381662616079976,0
-0.31235705548516945,-0.13492276510028917,1
-0.2936739863536754,-0.35601043018008205,1
-0.2870249567463547,-0.9979249628484397,0
-0.30413106239390786,0.9125983150883215,0
0.30995050363183374,-0.17396699280357764,1
-0.02304605436132955,0.29916219824724816,1
0.2179917052273868,-0.3350532966089392,1
-0.15853858211728972,-0.2191572452512534,1
0.24913239071581794,0.9119399738953463,0
0.4027186441573523,-0.9417533642137698,0
-0.249189443000799,-0.010737888001636612,1
-0.9854892129148441,-0.2868532005283651,0
-0.5575457129036755,0.7702250399844816,0
0.6750306498226212,-0.7079517302366256,0
0.2544006517624534,-0.20685523458694438,1
-0.8946505044664489,0.3874678427510124,0
0.9437590060800951,-0.24173970646643453,0
0.041732551255754355,-0.281047869986065,1
-0.21295382142057326,0.17642225708483542,1
-0.5034121132542052,-0.9195074736083209,0
-0.25701307495621406,-0.1297156998494678,1
-0.2962666825885146,-0.08754749880621811,1
-0.055647853641498136,-0.26503192314173035,1
0.1888652009308785,-0.1887833875818441,1
0.24089764539502123,-0.18410798060344186,1
-0.19664895715217715,-0.20302772854655776,1
-0.12850610163122056,1.0479116389514544,0
-0.9675439523762067,-0.30818457071304906,0
-0.9425796929548154,-0.21156729043984418,0
-0.012625442949266659,0.27936525299054704,1
-0.13617188467874392,-0.14476454652583504,1
-0.3327688161605124,0.01946701444809973,1
0.15129900445315286,0.2956118159143497,1
0.36574384940181115,0.1039111074268026,1
-0.8897969544664592,0.3594015433244113,0
0.8945790696906006,-0.25425536971592194,0
0.3121625636649908,0.8604973217928846,0
0.818917854398569,-0.6160943939431893,0
0.3641198555045786,-0.8268282285454589,0
